Address,Latitude,Longitude
"Nidan Hospital, 151/7 , 96 Jharsa road Kirti Nager part - 1  sector 15 Gurgaon, HariyaNa 122007",28.4545619,77.0364478
"NaryaNa Mother & Child Care Centre, NaryaNa Mother & Child Care Centre Housing Board Colony Jharsa road Patel Nager Gurgaon HaryaNa 122022",28.4580212,77.0334294
"Nagpal Clinic, Nagpal Hospital 728-729 Nagpal nursing home sector 14 gurgaon 122001",28.4725887,77.0457001
"NaGPAL NURSING HOME, H.No. 729-730 oppost shop no. 1 sector 14 Market Gurgoan 122001",28.4725887,77.0457001
"NaGPAL NURSING HOME, H.No. 729-730 oppost shop no. 1 sector 14 Market Gurgoan 122001",28.4725887,77.0457001
"NaGPAL NURSING HOME, H.No. 729-730 oppost shop no. 1 sector 14 Market Gurgoan 122001",28.4725887,77.0457001
"Jain Hospital, Jain Hospital Unit 2 853 sector 14 Main road Market Gurgaon HaryaNa 122001",28.4730959,77.0465122
"Appolo Hospital, SCO 1,2 & 3 sector 14 Gurgaon HaryaNa 122001",28.4785971,77.0447022
"SPARSH Fertility IVF & GyNae solution, SPARSH Fertility IVF & GyNae solution 1041 opp.sector 22 Rd Market Gurgaon HaryaNa 122001",28.5056683,77.064266
"TRIVENI OBSTETRICS, 620 6th floor Galleria Tower Galleria market Phase IV Gurgaon HaryaNa 122009",28.4674881,77.0788078
"Dr. Shipra Mishra, 103Time Tower Mehrauli Gurgaon Rd. sector 28 HaryaNa 122002",28.4455463,77.0238963
"Astha Medicare , Astha Medicare 233 first floor sector 5 Gurgaon HaryaNa 122001 ",28.4818574,77.0185868
"K.K. Health Care Centre, K.K. Health Care Centre 238 near Shitla Mata Mandir old dector 5  Gurgoan HaryaNa 122001",28.4832725,77.0152089
"VARDHMAN MEDICARE CENTRE, Vardhman Medicare Centre 239 sector 5 Shetla Mata mandir road Gurgaon HaryaNa 122001",28.4834187,77.0152622
"Aryan Hospital, Aryan Hospital 78 old Railway Rd Rattan Garden Shivpuri extention sector 7 Gurgaon HaryaNa 122001",28.4696561,77.0169272
"Aryan Hospital, Aryan Hospital 78 old Railway Rd Rattan Garden Shivpuri extention sector 7 Gurgaon HaryaNa 122001",28.4696561,77.0169272
"City Surgical & maternity centre, City Surgical & Maternity cente 325/11 old railway road sector 7 Gurgaon 122001",28.4696165,77.0167124
"Madan hospital, Madan Hospital 168 11 old railway Rd Shivpuri Civil lines  Gurgaon HaryaNa 122001",28.4781818,77.0104007
"Park Hospital, park Hospital Q block South City 2 SohNa Rd main Sector 47 Gurgaon HaryaNa 122001",28.4199848,77.0457479
"UMKAL HOSPITAL, UMKAL Hospital Sushant Lok -1 A- 520 Near IFFCO Metro Station Gurgaon HaryaNa 122022",28.4715216,77.0707318
"KALOSA COSMEITIC AND GYNaE CLINIC, D 25 Ground Floor near SRS value Bazaar South City 1 Gurgaon HaryaNa 122001",28.4575133,77.0647096
"MED ZONE Maternity & Surgical Centre, MED ZONE Maternit & SurgicalCentre Houseno. 2967 near Shiv Mandir Sector 46 Gurgaon HaryaNa 122001",28.4383355,77.0597196
"ARVY Hospital, Aarvy hospital 530/18 Civil lines opp Nehru Stadium Gurgaon HaryaNa 122001",28.435165,76.9653299
"Mayom Hospital, Mayom Hospital D Block Sounth City 1 Sector 41 Gurgaon HaryaNa 122001",28.4580894,77.0609936
"SAHARA HOSPITAL, 734, 25 Basai Road Shakti Nager Arjun Nager Sector 8  Gurgaon HaryaNa 122001",28.3497344,77.0669864
"THAKRAL HOSPITAL, 316 , 16 SohNa Alwar Road behind petrol Pump Shivaji Nager sector 11 Gurgaon HaryaNa 122001",28.4543121,77.0252023
"THAKRAL HOSPITAL, 316 , 16 SohNa Alwar Road behind petrol Pump Shivaji Nager sector 11 Gurgaon HaryaNa 122001",28.4543121,77.0252023
"THAKRAL HOSPITAL, 316 , 16 SohNa Alwar Road behind petrol Pump Shivaji Nager sector 11 Gurgaon HaryaNa 122001",28.4543121,77.0252023
"Aarvy HOSPITAL, Aarvy hospital 530/18 Civil lines opp Nehru Stadium Gurgaon 122001",28.435165,76.9653299
"Mahadev Hospital, 876, 2 Mata Rd Near Bus stand Rajiv Nager Sector 12 Gurgoan HaryaNa 122001",28.4149079,76.9542809
"Mamta Hospital, 895, A/2 Bus Stand Rd Ganga Vihar Block A sector 12 Gurgaon HaryaNa 122006",28.4696224,77.0311552
"NaRULA HOSPITAL, Narula Hospital sector 15 -II opp.rail vihar gurgaon HaryaNa 122001",28.4581091,77.0385167
"RAMA HOSPITAL, Rama Hospital 7, Khandsa Rd Model Town sector 11 Gurgaon HaryaNa 122001",28.3952035,76.8140529
"Mathur Maternity & child Care Centre, Mathur Maternity & child Care Centre1-A MCS Rd Near TikoNa Park Civil Lines Gurgaon HaryaNa 122001",28.4553637,77.0297015
"COLUMBIA ASIA HOSPITAL, COLUMBIA ASIA HOSPITAL Ansal Plaza Near Gol Chakkar Block F, PalamVihar Gurgaon HaryaNa  122017",28.4818489,77.038462
"PRIME IVF CENTRE, PRIME IVF CENTRE House No. 4636 BSP  sector 23  Near Columbia Asia Hospital  Gurgaon HaryaNa 122017",28.506417,77.0363705
"BHATNaGER HOSPITAL, 56/9, new railway Rd Subhash Nagar sector 12 Gurgaon HaryaNa 122001",28.4695693,77.0210498
"GEM HOSPITAL, GEM maternity and Surgical Centre ain Rd opp. Gali number 3 Madanpuri Gurgoan HaryaNa 122006",28.4608487,77.0156899
"LAL Superspeciality hospital, Main Madanpuri Rd Near Patoudi chowk Gurgaon HaryaNa 122001",28.4578016,77.0140904
"Fortis Hospital, Fortish Hospital sector 44 Opposite Huda city centre Gurgaon HaryaNa 122002",28.4572593,77.0701384
"Fortis Hospital, Fortish Hospital sector 44 Opposite Huda city centre Gurgaon HaryaNa 122002",28.4572593,77.0701384
"Fortis Hospital, Fortish Hospital sector 44 Opposite Huda city centre Gurgaon HaryaNa 122002",28.4572593,77.0701384
"Fortis Hospital, Fortish Hospital sector 44 Opposite Huda city centre Gurgaon HaryaNa 122002",28.4572593,77.0701384
"Paras Hospital,  Paras Hospital C -1 Sushant lok pahse 1 gurgaon HaryaNa 122002",28.450618,77.0848899
"Paras Hospital,  Paras Hospital C -1 Sushant lok pahse 1 Gurgaon HaryaNa 122002",28.450618,77.0848899
"Paras Hospital,  Paras Hospital C -1 Sushant lok pahse 1 Gurgaon HaryaNa 122002",28.450618,77.0848899
"Paras Hospital,  Paras Hospital C -1 Sushant lok pahse 1 gurgaon HaryaNa 122002",28.450618,77.0848899
"ANaND HOSPITAL, ANand hospital plot no. 29 sector 56 Gurgoan 122011",28.4258498,77.0891221
"KIRTI HOSPITAL, Plot no. 13 sec 56 in front of kendriya Vihar Gurgoan HaryaNa 122001",28.424963,77.0910698
"KIRTI HOSPITAL, Plot no. 13 sec 56 in front of kendriya Vihar Gurgoan HaryaNa 122001",28.424963,77.0910698
"FAMILY MEDICARE, Familiy medicare Devinidar Vihar Sector 56 Gurgaon HaryaNa 122011",28.4244644,77.0618746
"Pratiksha Hospital, Pratiksha Hospital Golf Course Ext Rd. Sushant Lok II Sector 56 Gurgoan HaryaNa 122011",28.4187004,77.0949006
"Pratiksha Hospital, Pratiksha Hospital Golf Course Ext Rd. Sushant Lok II Sector 56 Gurgoan HaryaNa 122011",28.4187004,77.0949006
"Milann , Milann the fertility centre Unit 301 cross point Mall DLF Phase IV Gurgaon HaryaNa 122002",28.4682693,77.0804823
"Dr. Buttan's women's Health Clinic, Dr. Buttans women's Health Clinic C-112 First Floor Palam Vyapar Kendra Ansal Palam Vihar Gurgoan HaryaNa 122017",28.5087415,77.0287652
"Gurgaon Nursing Home, Gurgaon nursingh Home Housing Board colony jharsa road Gurgaon HaryaNa 122001",28.4574935,77.0332747
"KRISHNa MEDICARE CENTRE, KrishNa Medicare Centre Plot No. 9 friends colony Jharsa Rd Sector 15 Gurgaon HaryaNa 122001",28.4549671,77.0333785
"Family Health Clinic, Family Health clinic Huda market Near caffe coffee day sector 15  Gurgoan HaryaNa 122003",28.458248,77.0410161
" CHIRAYU WOMEN'S CLINIC, Chrayu mother And Child Care  Palam Vihar Gurgaon C 53 and C 59 1st Floor Palam Vihar vyapar Kendra Gurgoan 1220017",28.5087415,77.0287652
"Newlife Hospital Multispeciality Hospital and Trauma, Newlife Hospital Multispeciality Hospital and Trauma Dharam Colony Palam Vihar Extension Gurgaon HaryaNa 122017",28.5033319,77.0306839
"Chiranjiv hospital, Chianjiv Hospital New Railway Rd Gurgaon HaryaNa 122001",28.4570269,77.0260766
"Dr. Manisha Arora, 153 BASEMENT c BLOCK c SohNa Rd south city II Sector 49 Gurgaon 122018",28.4151999,77.0455995
"SILVER LEAF FERTILITY AND IVF CLINIC, Silver Leaf Fertility and IVF Clinic C-II south City 2 sector 49 gurgoan HaryaNa 100218",28.4162035,77.0465632
"Chirayu GyNae and Heart Clinic, Second Opinion GyNae & Dental clinic shop no. 247 2nd floor Sapphire Mall InterNal Walkway Sector 49 Gurgaon HaryaNa 122018",28.4117971,77.0457801
"COLUMBIA ASIA HOSPITAL, COLUMBIA ASIA HOSPITAL Ansal Plaza Near Gol Chakkar Block F, PalamVihar Gurgaon HaryaNa 122017",28.4818489,77.038462
"Metro Hospital , H block ?Chauma Village sector  Palam Vihar 122017",28.5138413,77.0287851
"Getwell clinic , Getwell clinic C 13/12 Ground floor Ardee City Secotr 52 Block C near gate no. 3 Gurgaon 122003",28.4415507,77.0733518
"Wellstar Clinic and Dignostic , P.No. -167 Near Devindar Vihar sector 56 Gurgaon 122011",28.4279171,77.0921981
"SEET MULITISPECIALITY CLINIC, Femheal Women's Clinic Sector 56 Gurgaon HaryaNa 1220011",28.4269229,77.0919358
"KHARBANDA HOSPITAL, Kharbanda Hospital New railway Rd Jawahar Nager Sector 12 Gurgoan HaryaNa 122001",28.4669785,77.0244775
"Sparsh …The healing touch,  Sparsh…The Helaing touch Bhim Nager chowk opp. DroNacharya Mandir Near New Railway Rd. Gurgoan HaryaNa 122006",28.463867,77.010563
"Bishnoi GyNae Centre, Bishnoi GyNae Centre  1421, Near X Seed Pre school Huda colony sector 46 Gurgoan HaryaNa 122003",28.4296501,77.0544924
"Disha Clinic/meddo, Disha Clinic A-4/5 DLF PHASE 1 sector 26 gugaon HaryaNa122002",28.4788901,77.1002458
"Varitaas Healthcare, Varitaas Healthcare A- 27/2 DLF phase 1 Gurgaon 122002",28.4695756,77.084409
"Bansal Meicare and Maternity Centre, C2, Sector 15 part I Behind Huda shopping Complex Opp. Vita Milk Booth Gurgaon HaryaNa ",28.4381662,77.05184
"Nestling GyNaecology and Fertility Centre , Nestling GyNaecology and Fertility Centre  A 1/230 opp.  Metro Pillar 237  Sector 55 Gurgaon HaryaNa 122011",28.4270127,77.1031139
"Swastik Maternity & Medical Centre, Swastik Maternity & Medical Centre 78-H vijay park Gurgaon HaryaNa 122001",28.4628316,77.0164597
"Swastik Maternity & Medical Centre, Swastik Maternity & Medical Centre 78-H vijay park Gurgaon HaryaNa 122001",28.4628316,77.0164597
"KHARBANDA HOSPITAL, Kharbanda Hospital New railway Rd Jawahar Nager Sector 12 Gurgoan HaryaNa 122001",28.4669785,77.0244775
"EAST WEST MEDICAL CENTRE, 711 sector 14 Rd DLF colony sector 14 Gurgaon HaryaNa 122001",28.4719681,77.044902
"Ayush Clinic, Ayush Clinic, Basai Rd Near CaNara Bank",28.4577201,76.98236
"KATHURIA Hospital, Kathuria hospital 19/8 Khandsa Rd model town sector 11, Gurgaon HaryaNa 122001",28.453437,77.0174123
"KATHURIA Hospital, Kathuria hospital 19/8 Khandsa Rd model town sector 11, Gurgaon HaryaNa 122001",28.453437,77.0174123
"DARSHANa clinic, DarshaNa Clinic 22/21 Raj Nager Chowk Khandsa Rd Opp. Mata Mandir Gurgaon HaryaNa 122001",28.4483315,77.0130941
"ViNayak Hospital, ViNayak Hospital 4/11 Khandsa Rd Shivaji Nager, Sector 11 Gurgoan HaryaNa 122001",28.4544674,77.0190148
"ADHAR HOSPITAL, ADHAR hospital 32 khandsa rd heera Nagar sector 11 Gurgaon HaryaNa 122001",28.4363561,77.0018086
"Park Hospital, Park Hospital Q block South City 2 SohNa Rd main Sector 47 Gurgaon HaryaNa 122001",28.4199848,77.0457479
"abalone clinic, shop no.10 b block market sector 41 noida 201301",28.5689745,77.3550398
"evidence healthcare, sector 108 D108 Noida ",28.5287294,77.3724392
"mamta sahu clinic, A102 sector 52 noida 201301",28.5850392,77.3638074
"kailash hospital , sector 77 noida ",28.5355343,77.3360788
"apollo hospital, greater noida ",28.4503802,77.4999857
"ghai clinic, mahagun mywoods first floor gaur city 2 greater noida 201318",28.6203951,77.4248808
"vandaNa clinic, D64 block D sector 40 noida 201303",28.5649983,77.3542736
"kailash hospital , sector 27 noida ",28.5355343,77.3358026
"chitra setya clinic, c6 sector 20 noida",28.579984,77.3274586
"shrivastava clinic, M1 vyapar marg buddh vihar noida 201301",28.5962288,77.3330124
"kailash hospital , sector 27 noida ",28.5355343,77.3358026
"sharma care, c135 sector 19 noida 201301",28.5816776,77.3252995
"kailash hospital , sector 27 noida ",28.5355343,77.3358026
"women clinic, noida sector 20 C38 201301",28.5814424,77.3319253
"kaberi banerjee clinic, pposite Pillar 18 of, Noida Bypass Flyover, Noida,",28.5782131,77.3351096
"cloudnine hospital, sector 51,C9 hoshiarpur village 201301",28.5789569,77.3643611
"neeta gupta clinic, sector77 shop no101,1st floor 201301",28.5716396,77.3891554
"lalita clinic, noida sector 44",28.5699095,77.3290584
"sai poly clinic, new ashok Nagar 110096",28.5953755,77.3095442
"piplani clinic, noida sec11 near metro hospital",28.5960625,77.3340262
"cloudnine hospital, sector 51,C9 hoshiarpur village 201301",28.5789569,77.3643611
"cloudnine hospital, sector 51,C9 hoshiarpur village 201301",28.5789569,77.3643611
"cloudnine hospital, sector 51,C9 hoshiarpur village 201301",28.5789569,77.3643611
"cloudnine hospital, sector 51,C9 hoshiarpur village 201301",28.5789569,77.3643611
"vrinda clinic, noida sec22 A200 block 201301",28.5923132,77.339977
"cloudnine hospital, sector 51,C9 hoshiarpur village 201301",28.5789569,77.3643611
"women carr clinic, sector 61 near shoprix mall C4,201301",28.5976825,77.3630315
"deepta gupta clinic, noida sec 11 T5,201301",28.583811,77.2838007
"akansha gupta clinic, noida sec 11 T5,201301",28.5975992,77.3220114
"sjm ivf centre, noida sector 62 NH9 plot no2,201307",28.63399,77.3882928
"surbhi hospital, sector 35 golf marg 201301",28.5791589,77.358678
"surbhi hospital, sector 35 golf marg 201301",28.5791589,77.358678
"viNayak hospitalnoida , sector27 pocket e Atta market 201301",28.5711909,77.3256076
"prakash hospital, sector33 block D 201301",28.5874297,77.3505687
"maNas hospital, sector 34,A93 main road ghijor 201307",28.5864321,77.3589088
"suchi gupta clinic, gaur city noida 2ndfloor 201309",28.615096,77.4250971
"Dr.rakhi clinic, gaur city noida 2ndfloor 201309",28.6118636,77.4200578
"amytri maternity clinic, gaur city noida 2ndfloor 201309",28.6194315,77.4245927
"manvi wonen clinic, noida sec19,A759, 201301",28.5751596,77.3219311
"surbhi hospital, noida sec35 golf marg 201301",28.5791589,77.358678
"sjm centre, sector 62 NH9 plot no2 ,201307",28.63399,77.3882928
"sjm centre, sector 62 NH9 plot no2 ,201307",28.63399,77.3882928
"sharda hospital, knowledge park2 g.noida 201306",28.4725843,77.4798402
"sharda hospital, knowledge park2 g.noida 201306",28.4725843,77.4798402
"sharda hospital, knowledge park2 g.noida 201306",28.4725843,77.4798402
"sai dharmarth hospital, noida sec40 block A 201303",28.5631284,77.3479285
"sjm centre, noida sec62 NH9 plot no2 201307",28.6254463,77.3673111
"mother and child clinic, noida sec61 D2 block 201301",28.600351,77.369388
"kailash hospital , noida sec 27",28.5355343,77.3358026
"surbhi hospital, noida sec 35 golf marg morNa",28.5791589,77.358678
"apollo hospital, noida sec 26 201301",28.579466,77.3323734
"tripathi hospital, noida sec119,NH1A 201304",28.5930396,77.3643829
"motherland hospital, noida sec119 amrapali platinum",28.5869634,77.3981316
"prayag hospital, noida sec41,j206 201302",28.5636392,77.3629125
"nidan mother and childcare, noida sec 51 201307",28.5916983,77.3745461
"satya medical.centre, noida sec34,A98-A201307",28.5866533,77.3558452
"ansari poly clinic, dadri road salarpur noida",28.5422783,77.3844529
"satya medical.centre, noida sec34,A98-A201307",28.5866533,77.3558452
"tanvi clinic , noida sec102 khadar 201305",28.5416295,77.3850906
"arti tandon clinic, noida sec36,B block201301",28.5737865,77.3489914
"mamta jha clinic, greater noida alpha2 near gate no8,201306",28.47793,77.5197565
"maatritva, greater noida alpha2 near gate no8,201306",28.5303528,77.4072584
"baba medical centre, noida sec63A 201307",28.6251362,77.391595
"priyanka tyagi clinic, noida sec72E81 block E 201301",28.5819678,77.3790267
"sharda hospital, knowledge park2 g.noida 201306",28.4725843,77.4798402
"sharda hospital, knowledge park2 g.noida 201306",28.4725843,77.4798402
"amar medical centre, noida sec19,B183 201301",28.5783728,77.3217866
"maNas hospital, noida sec34,A93 block A 201307",28.5864321,77.3589088
"prakash hospital, noida sec33 block D 201301",28.5855917,77.3468639
"prakash hospital, noida sec33 block D 201301",28.5855917,77.3468639
 Shailaja Clinic BTM ,12.9136135,77.6013386
 Motherhood Banashankari  ,12.9269371,77.5585111
 Vasavi Hospital  Kumaraswamy layout ,12.9031342,77.5578467
 Sama Wellness Clinic ,12.9170077,77.5923236
 Rahat womens clinic ,45.5519618,-121.1752462
 Apollo Cradle Jayanagar ,12.9167382,77.5826835
 Deepthi Nurshing Home ,17.7349428,83.2755862
 Divine women and child speciality clinic ,12.9291671,77.5460399
 Ortho Med Centre ,12.9230948,77.5884613
 Philomena Hospital ,45.6127424,-121.1751185
 Nirmala Clinic ,45.5519617,-121.1752462
 Cloudnine Bellandur ,12.9243044,77.669775
 Cloudnine Bellandur ,12.9243044,77.669775
 Janani Clinic  HSR ,12.9363217,77.5570713
 Rainbow Bannerghatta ,12.9033212,77.598115
 Mom and Me  Koramangala ,12.9356916,77.6282462
 Vidya Desai clinic indiranagar ,12.9656471,77.6369288
 Cloudnine Fertility Jayanagar ,12.9347139,77.5816868
 Poornima Clinic Bomanahalli ,12.8926905,77.6163351
 Motherhood Indiranagar ,12.978472,77.6350498
 Janani Clinic  JP Nagar ,12.9058626,77.5774409
 Apollo Cradle Jayanagar ,12.9167382,77.5826835
 Manipal Hospital ,20.3925125,75.7981165
 Birth and Beyond Clinic ,45.5519617,-121.1752462
 Agarwal Healthcare ,45.5519617,-121.1752462
 Padmakshi Clinic ,18.0043614,79.5675807
 St john Hospital ,45.5519617,-121.1752462
 Varalakshmi Hospital ,13.8375591,77.3918322
 Motherhood Sarjapur ,12.9178603,77.6697143
 Motherhood Indiranagar ,12.978472,77.6350498
 Manipal Hospital ,20.3925125,75.7981165
 Lotus Diagnostic Center ,45.5519617,-121.1752462
 Motherhood Sarjapur ,12.9178603,77.6697143
 Womens care clinic ,45.5519617,-121.1752462
 First Care Clinic ,45.5519617,-121.1752462
 Trinity Healthcare clinic ,45.3517564,-121.9831338
 Bhagwan Mahaveer jain Hospital ,12.991625,77.59246
 Cloudnine Old Airport Road ,12.9594548,77.6541903
 Manipal Hospital ,20.3925125,75.7981165
 Cloudnine Bellandur ,12.9243044,77.669775
 Pristyn Care Indiranagar ,12.991334,77.6215317
 Bhadravati ,13.8430363,75.6643146
 Lotus Diagnostic Center ,45.5519618,-121.1752462
 Manipal Hospital ,20.3925125,75.7981165
 clinic in koramangala 4th block ,12.934409,77.6146734
 Deepthi Nursing Home ,12.9436172,77.5948933
 Kubra Maternity nurshing Home   ,12.9269289,77.6012802
 yashwanthpur ,13.0270878,77.5354986
 Cloudnine Old Airport Road ,12.9594548,77.6541903
 OBG One ,45.5519617,-121.1752462
 Republic Hospital ,48.653054,-118.7339909
 Life Infertility Clinic Bhartinagar ,12.9911484,77.6101028
 Fortis  Bannerghata ,12.9271157,77.5357466
 Columbia Asia Sarjapur ,12.9197514,77.6627232
 kolar ,45.5519618,-121.1752462
 Sowmyas women care clinic ,12.89342,77.6082257
 P R Desai hospital ,12.9864242,77.5765385
 Motherhood Sarjapur ,12.9178603,77.6697143
 Cloudnine Bellandur ,12.9243044,77.669775
 Womens care clinic Manipal county road ,12.9301335,77.5820549
Lotus Diagnostic Centre,22.4848035,112.8047842
St John Hospital,45.5519618,-121.1752462
St John Hospital,45.5519617,-121.1752462
St John Hospital,45.5519618,-121.1752462
St John Hospital,45.5519618,-121.1752462
St John Hospital,45.5519617,-121.1752462
CMH Hospital Indiranagar,12.9778862,77.643623
CMH Hospital Indiranagar,12.9778862,77.643623
CMH Hospital Indiranagar,12.9778862,77.643623
CMH Hospital Indiranagar,12.9778862,77.643623
CMH Hospital Indiranagar,12.9778862,77.643623
CMH Hospital Indiranagar,12.9778862,77.643623
Apoorva Diagnostic and  Healthcare Indiranagar,12.9761087,77.6389673
Srujana Hospital Electronic City,12.841437,77.6449641
Srujana Hospital Electronic City,12.841437,77.6449641
Blossom Multispeciality Hospital Electronic City,12.8703786,77.6569092
Sri Krishna Sevashrama Hospital Jayanagar,12.9173442,77.5825339
Mother and child care Koramangala,12.9368878,77.6124665
Shraddha Nurshing Home Koramangala,12.9436494,77.615353
Own Clinic Jayanagar 4th Block,12.9269282,77.5786048
Ring Road Hospital Banashankari,12.9191775,77.5480065
Vijayashree hospital Bannerghata,12.8183984,77.5756052
Sagar Hospital Kumaraswamy layout,12.9081233,77.5624097
Manasi Clinic Bannerghata,12.9140422,77.607752
Aster RV Hospital,12.9108429,77.5825535
GM Healthcare,12.9731841,77.6234133
Cloudnine Bellandur,12.9243044,77.669775
Columbia Asia Sarjapur ,12.9197514,77.6627232
Cloudnine old Airport road,12.9594548,77.6541903
Republic Hospital,48.653054,-118.7339909
Narayana Health Sarjapur road,12.9104536,77.6836462
Sanjeevi Diagnostics,12.9255745,77.5866506
Aksha Hospital,15.1719293,75.300329
Aksha Hospital,15.1719293,75.300329
Swasthya Women Care Clinic,12.919654,77.6429784
Manipal Hospital,20.3925125,75.7981165
Manipal Hospital,20.3925125,75.7981165
Manipal Hospital,20.3925125,75.7981165
Manipal Hospital,20.3925125,75.7981165
Apollo Cradle Koramangala,12.9368055,77.6180023
Apollo Cradle Koramangala,12.9368055,77.6180023
Cloudnine Bellandur,12.9243044,77.669775
Karthik Clinic and Karthik Scan,12.8872815,77.5897613
Sparsh Hospital Infantry road,12.9833923,77.5920161
Sparsh Hospital Infantry road,12.9833923,77.5920161
Bhagwan Mahaveer Jain Hospital,12.991625,77.59246
Cloudnine Jayanagar,12.9340055,77.5815967
Cloudnine Jayanagar,12.9340055,77.5815967
Cloudnine Jayanagar,12.9340055,77.5815967
Cloudnine Jayanagar,12.9340055,77.5815967
Raksha Clinic Banashankari,12.9245928,77.5482915
Motherhood Banashankari,12.9269371,77.5585111
Mallya Hospital,12.9681208,77.5925759
Cloudnine Old Airport Road,12.9594548,77.6541903
Motherhood Indiranagar,12.978472,77.6350498
Sai Speciality Centre Kasturi Nagar,12.9995327,77.6601531
Medivision Ultrasound Scan and Diagnostics,12.9587078,77.6979924
Shiffa Hospital Queen Road,12.9896582,77.5965895
Care Clinic HSR Layout,12.9140105,77.6386829
Specialist Hospital HRBR Layout,13.0169906,77.6406736
Pristyn Care HRBR Layout,13.0165652,77.6354554
Motherhood indiranagar,12.978472,77.6350498
Amar Jyoti Nurshing Home,17.0455196,75.7322896
Apollo Clinic Koramangala,12.9339831,77.6137713
Command Hospital Cambridge Road,12.9646388,77.6254708
Command Hospital Cambridge Road,12.9646388,77.6254708
Shiva Nurshing Home Wilson Garden,12.9464906,77.5990353
Deepanjali Clinic Closed,12.9385149,77.6152651
Rishi Women Care Clinic Banashankari,12.9233951,77.5503799
Sanjeevani Clinic,27.5242528,82.406724
St John Hospital,45.5519617,-121.1752462
St John Hospital,45.5519617,-121.1752462
Spandana Womens Health clinic kanakapura,12.8826538,77.544065
Apollo Cradle Koramangala,12.9368055,77.6180023
Apollo Cradle Koramangala,12.9368055,77.6180023
Apollo Cradle Koramangala,12.9368055,77.6180023
philomena Hospital,45.6127425,-121.1751185
own house ,45.5519617,-121.1752462
Pushpa Healthcare,45.4998665,-122.6880108
Pushpa Healthcare,45.4998665,-122.6880108
Cloudnine Jayanagar,12.9340055,77.5815967
St John Hospital,45.5519617,-121.1752462
St John Hospital,45.5519617,-121.1752462
Sagar Hospital Jayanagar,12.9281467,77.5970283
St John Hospital,45.5519617,-121.1752462
Cloudnine Jayanagar,12.9340055,77.5815967
Pristyn Care Koramangala,12.9338545,77.6145296
Jayashree Multispeciality Hospital,12.8817446,77.62354
St John Hospital,45.5519617,-121.1752462
Karanth Speciality Hospital,12.9160033,77.6167585
Green view multispeciality hospital,12.9191291,77.6355482
Philomena Hospital,45.6127424,-121.1751184
philomena Hospital,45.6127424,-121.1751185
Fortis Lafemme Hospital,28.5288575,77.241131
Fortis Lafemme Hospital,28.5288575,77.241131
Fortis Lafemme Hospital,28.5288575,77.241131
Fortis Lafemme Hospital,28.5288575,77.241131
Columbia Asia Sarjapur ,12.9197514,77.6627232
Ayesha Speciality Clinic,12.9180143,77.6009253
Manipal Hospital,20.3925125,75.7981165
CMH Hospital Indiranagar,12.9778862,77.643623
"Life Plus Hospital, Thippasandra",12.9757946,77.644437
Manipal Hospital,20.3925125,75.7981165
Manipal Hospital,20.3925125,75.7981165
philomena Hospital,45.6127424,-121.1751185
philomena Hospital,45.6127425,-121.1751184
"Guwahati,",26.1430252,91.620482
"Jyotinagar,Jyotinagar,Jyotinagar",24.2653777,80.0996203
"east end nurshing home,bamunimaidan,guwahati,-",26.1838304,91.7823293
"hatigarh,opp.geeta nagar P S, Ambikagirinagar, guwahati,-",26.1716749,91.7798937
"east end nurshing home,bamunimaidan,guwahati,",26.1838304,91.7823293
"silpukhuri,-",26.1897382,91.7632469
"GMCH,Guwahati",26.1542109,91.7674965
"AryaHospital,Guwahati",26.1747699,91.7498514
"NamecareHospital,Namecarehospital,Namecarehospital",26.3927318,91.9522898
"Atagaon,Atagaon",19.5021738,73.3092505
"Atagaon,Atagaon,Atagaon",19.5021738,73.3092505
"Atagaon,Atagaon,Atagaon",19.5021738,73.3092505
"Atagaon,Atagon,Atagon",41.3780502,-2.0202459
"Ihr,Ihr,Ihr",45.5519617,-121.1752462
"Ihr,ihr,ihr",45.5519617,-121.1752462
"AkangshaHospital,Akangsa,Akangsa",23.1837099,75.9298113
"Ihr,ihr,ihr",45.5519617,-121.1752462
"MaligaonHospital,Maligaon,Maligaon",26.1565362,91.6976756
"Guwahati,-,-",26.1430252,91.620482
"ChristianHospital,ChirstianHospital,ChirstianHospital",42.5494658,-116.9311613
"Atagaon,Gmc,Atagaon,Gmc",45.5660353,-122.1499006
"Amingaon,NorthGuwahati,AmingaonCHC",26.200064,91.6731297
"Amingaon,NorthGuwahati,AmingaonCHC",26.200064,91.6731297
"DhirenparaFRU,Guwahati",26.1458362,91.724994
"DhirenparaFRU,Guwahati",26.1458362,91.724994
"GopinathNagarKalapahar,GOPINATHNAGARKALAPAHAR",26.150108,91.7365875
"KalicharanHospital,kalicharanHospital,kalicharanHospital",27.1876041,82.4352112
"NamecareHospital,NamecareHospital,NamecareHospital",26.3927318,91.9522898
"NamecareHospital,Namecare,Namecare",26.1640687,91.7663493
"ADABARI,ADABARI",26.1635604,91.6730881
"PANDU,PANDU",12.5510793,12.2199281
"PANDU,PANDU",12.5510793,12.2199281
"BIRUBARI,BIRUBARI,KALAPAHAR",26.1600189,91.7436583
"BHANGAGARH,BHANGAGARH,RAJGARH",26.1762736,91.7697612
"RUPNAGAR,BHANGAGARH",26.159614,91.7583899
"BORAGAON,BORAGAON,JALUKBARI",26.1113792,91.6767108
